Subject,Predicate,Object
Court Necklace and Box,制作地点,China
Embroidered Yellow Silk Banner,创作者,unknown
Embroidered Yellow Silk Banner,类别,textiles
Embroidered Yellow Silk Banner,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Yellow Silk Banner,文化,Chinese
Embroidered Yellow Silk Banner,制作时间,date unknown
Embroidered Yellow Silk Banner,材质,yellow silk satin embroidered with silk and metal-wrapped threads
Embroidered Yellow Silk Banner,尺寸,overall: 203 cm x 30 cm
Embroidered Yellow Silk Banner,对象类型,banner
Embroidered Yellow Silk Banner,时期,Qing 19th century
Embroidered Yellow Silk Banner,制作地点,China
Embroidered Blue Silk Sleeve Band,创作者,unknown
Embroidered Blue Silk Sleeve Band,类别,clothing
Embroidered Blue Silk Sleeve Band,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Blue Silk Sleeve Band,文化,Chinese
Embroidered Blue Silk Sleeve Band,制作时间,date unknown
Embroidered Blue Silk Sleeve Band,材质,silk floss; silk gauze; ink; cotton; linen; embroidery; cardboard
Embroidered Blue Silk Sleeve Band,尺寸,overall: 110.6 cm x 8.9 cm
Embroidered Blue Silk Sleeve Band,对象类型,sleeve band
Embroidered Blue Silk Sleeve Band,时期,Qing 18th century
Embroidered Blue Silk Sleeve Band,制作地点,China
Embroidered Blue Silk Sleeve Band,创作者,unknown
Embroidered Blue Silk Sleeve Band,类别,clothing
Embroidered Blue Silk Sleeve Band,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Blue Silk Sleeve Band,文化,Chinese
Embroidered Blue Silk Sleeve Band,制作时间,date unknown
Embroidered Blue Silk Sleeve Band,描述,"One embroidered silk sleeve band attached to a piece of grey cardboard with collector's tag. Each sleeve band is embroidered with peonies and butterflies in a ""three-blue"" style, which takes inspiration from monochromatic Chinese ink paintings. This tone-on-tone embroidery style was popular during the Qing Dynasty (1644-1911) and the delicate satin stitches are meant to recreate the gradient of ink painting. Sleeve bands are the wide decorated cuffs attached to women's robes and jackets."
Embroidered Blue Silk Sleeve Band,材质,cotton; ink; silk; silk floss; muslin; embroidery; adhesive; cardboard
Embroidered Blue Silk Sleeve Band,尺寸,overall: 101.4 cm x 9.2 cm
Embroidered Blue Silk Sleeve Band,对象类型,sleeve band
Embroidered Blue Silk Sleeve Band,时期,Qing 19th century
Embroidered Blue Silk Sleeve Band,制作地点,China
Embroidered Blue Silk Sleeve Band,创作者,unknown
Embroidered Blue Silk Sleeve Band,类别,clothing
Embroidered Blue Silk Sleeve Band,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Blue Silk Sleeve Band,文化,Chinese
Embroidered Blue Silk Sleeve Band,制作时间,date unknown
Embroidered Blue Silk Sleeve Band,材质,silk floss; silk gauze; ink; cotton; linen; embroidery; cardboard
Embroidered Blue Silk Sleeve Band,尺寸,overall: 110.5 cm x 8.9 cm
Embroidered Blue Silk Sleeve Band,对象类型,sleeve band
Embroidered Blue Silk Sleeve Band,时期,Qing 18th century
Embroidered Blue Silk Sleeve Band,制作地点,China
Album Leaf from Album of Figures,创作者,Ren Yi
Album Leaf from Album of Figures,类别,albums
Album Leaf from Album of Figures,捐赠来源,Gift of Sandy and Cécile Mactaggart
Album Leaf from Album of Figures,文化,Chinese
Album Leaf from Album of Figures,制作时间,date unknown
Album Leaf from Album of Figures,描述,"The painting is associated with the poem (2004.19.38.8).This ink and color painting depicts two figures, likely a scholar and his young attendant or student, gazing upon a towering rock amid a mountain landscape. The man grips a calligraphy brush in his right hand, poised to inscribe a proclamation on the rock. The towering cliffs contrast to the small scale of the figures, emphasizing the vastness of nature. 
The inscription on the right states, “Written by Ren Yi, also known as Ren Bonian from Shanyin, in his residence at the sea [山陰伯年任頤寫於海上庽齋東牕下并记]”, and the red seal belongs to Ren Yi."
Album Leaf from Album of Figures,材质,ink and colour on paper
Album Leaf from Album of Figures,对象类型,album leaf
Album Leaf from Album of Figures,时期,Qing 19th century
Album Leaf from Album of Figures,制作地点,China
Three Red Cut Velvet Chair Covers and Matching Table Frontal,创作者,unknown
Three Red Cut Velvet Chair Covers and Matching Table Frontal,类别,textiles
Three Red Cut Velvet Chair Covers and Matching Table Frontal,捐赠来源,Gift of Sandy and Cécile Mactaggart
Three Red Cut Velvet Chair Covers and Matching Table Frontal,文化,Chinese
Three Red Cut Velvet Chair Covers and Matching Table Frontal,制作时间,date unknown
Three Red Cut Velvet Chair Covers and Matching Table Frontal,材质,gold wrapped silk thread; silk; silk cut velvet
Three Red Cut Velvet Chair Covers and Matching Table Frontal,对象类型,chair covers and table frontal
Three Red Cut Velvet Chair Covers and Matching Table Frontal,时期,Qing 19th century
Three Red Cut Velvet Chair Covers and Matching Table Frontal,制作地点,China
"Magnificent Record of the Southern Tours, volume 13, chapters 32-33",创作者,Gao Jin
"Magnificent Record of the Southern Tours, volume 13, chapters 32-33",类别,published works
"Magnificent Record of the Southern Tours, volume 13, chapters 32-33",捐赠来源,Gift of Sandy and Cécile Mactaggart
"Magnificent Record of the Southern Tours, volume 13, chapters 32-33",文化,Chinese
"Magnificent Record of the Southern Tours, volume 13, chapters 32-33",制作时间,1771
"Magnificent Record of the Southern Tours, volume 13, chapters 32-33",描述,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 13, Chapter 32-33. Tianzhang [Imperial essays]. Woodblock printed, thread binding."
"Magnificent Record of the Southern Tours, volume 13, chapters 32-33",材质,"printed woodblock, thread binding"
"Magnificent Record of the Southern Tours, volume 13, chapters 32-33",尺寸,overall: 29.8 cm x 20.5 cm
"Magnificent Record of the Southern Tours, volume 13, chapters 32-33",对象类型,book
"Magnificent Record of the Southern Tours, volume 13, chapters 32-33",制作地点,China: Beijing
Embroidered Red Silk Damask Skirt for a Woman,创作者,unknown
Embroidered Red Silk Damask Skirt for a Woman,类别,clothing
Embroidered Red Silk Damask Skirt for a Woman,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Red Silk Damask Skirt for a Woman,文化,Chinese
Embroidered Red Silk Damask Skirt for a Woman,制作时间,date unknown
Embroidered Red Silk Damask Skirt for a Woman,材质,red silk damask embroidered with silk and metal-wrapped threads and edged with dark blue silk satin
Embroidered Red Silk Damask Skirt for a Woman,尺寸,overall: 120.5 cm x 100.8 cm
Embroidered Red Silk Damask Skirt for a Woman,对象类型,skirt
Embroidered Red Silk Damask Skirt for a Woman,时期,Qing 19th century
Embroidered Red Silk Damask Skirt for a Woman,制作地点,China
Court Necklace,创作者,unknown
Court Necklace,类别,costume accessories
Court Necklace,捐赠来源,Gift of Sandy and Cécile Mactaggart
Court Necklace,文化,Chinese
Court Necklace,制作时间,date unknown
Court Necklace,描述,"A court necklace (chaozhu) with 108 translucent red glass beads (possibly imitating amber), large jadeite beads, opaque coral beads, and jadeite and brass pendants. Two strands of beads hang off the right side of the necklace, while the single strand hangs off the left. Each of these strands contains two groups of five coral beads on a silk cord and end in a jadeite teardrop pendant with a brass connector. A flat yellow silk cord with blue and white striped sections and a jadeite and brass pendant hangs down the back of the wearer's neck as a counterweight. This counterweight strand is connected to the rest of the necklace by a jadeite bead. Near this bead, the necklace cord is wrapped with white, blue and black silk thread and has two circular brass connectors. Court necklaces have 108 beads divided into four sets of 27 beads, which are separated by large Buddha beads (futou) (Vollmer, Dressed to Rule, p. 52). The Huangchao liqi tushi (2004.19.1.1.9) demonstrates how high ranking female members of the imperial court wore three court necklaces (two criss-crossed around her torso and one around her neck), with specific materials for each rank. This necklace was accessioned as a part of a group of garments and accessories that make up a man's court outfit during the Qing Dynasty. There is an accompanying blue cotton box (2005.5.621.5.2) that may have stored this necklace."
Court Necklace,材质,brass; silk; jade; coral
Court Necklace,尺寸,overall: 71 cm
Court Necklace,对象类型,necklace
Court Necklace,时期,Qing 19th century
Court Necklace,制作地点,China
Bib for front of Puppet Costume,创作者,unknown
Bib for front of Puppet Costume,类别,textiles
Bib for front of Puppet Costume,捐赠来源,Gift of Jean Small
Bib for front of Puppet Costume,文化,Chinese
Bib for front of Puppet Costume,制作时间,1900-1920
Bib for front of Puppet Costume,材质,"white silk satin embroidered with silk and metal-wrapped threads, trimmed with fur"
Bib for front of Puppet Costume,尺寸,overall: 57.5 cm x 29 cm x 1.4 cm
Bib for front of Puppet Costume,对象类型,bib
Bib for front of Puppet Costume,制作地点,China
Imperial Yellow Silk Bhutanese Court Costume,创作者,unknown
Imperial Yellow Silk Bhutanese Court Costume,类别,clothing
Imperial Yellow Silk Bhutanese Court Costume,捐赠来源,Gift of Sandy and Cécile Mactaggart
Imperial Yellow Silk Bhutanese Court Costume,文化,Chinese
Imperial Yellow Silk Bhutanese Court Costume,制作时间,date unknown
Imperial Yellow Silk Bhutanese Court Costume,材质,yellow silk twill embroidered with silk and metal-wrapped threads and edged with fur
Imperial Yellow Silk Bhutanese Court Costume,尺寸,overall: 107 cm x 77.5 cm; neck to hem: 107 cm; cuff to cuff: x 77.5 cm
Imperial Yellow Silk Bhutanese Court Costume,对象类型,costume
Imperial Yellow Silk Bhutanese Court Costume,时期,Qing 19th century
Imperial Yellow Silk Bhutanese Court Costume,制作地点,Bhutan
Album Leaf from Illustrations of Costumes from the Qianlong Court,创作者,"Huang Dao; Men Yingzhao; Jiang Renshu, and others"
Album Leaf from Illustrations of Costumes from the Qianlong Court,类别,albums
Album Leaf from Illustrations of Costumes from the Qianlong Court,捐赠来源,Gift of Sandy and Cécile Mactaggart
Album Leaf from Illustrations of Costumes from the Qianlong Court,文化,Chinese
Album Leaf from Illustrations of Costumes from the Qianlong Court,制作时间,ca. 1759
Album Leaf from Illustrations of Costumes from the Qianlong Court,描述,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This single detached album leaf depicts seven columns of regular script calligraphy describing regulations for a summer court skirt worn by the Empress Dowager and Empress."
Album Leaf from Illustrations of Costumes from the Qianlong Court,题跋,"皇太后 皇后夏朝裙  謹按 本朝定制 皇太后 皇后夏朝裙片金緣緞紗各惟其時餘俱如冬朝裙Translation of the Chinese text: ""Illustration of Summer court skirt chaoqun for the Empress Dowager… 

													皇太后 皇后夏朝裙  謹按 本朝定制 皇太后 皇后夏朝裙片金緣緞紗各惟其時餘俱如冬朝裙Translation of the Chinese text: ""Illustration of Summer court skirt chaoqun for the Empress Dowager and Empress; In accordance with the decree of the present dynasty: the summer court skirt for the Empress Dowager and the Empress has bands of gold embroidery, satin, and gauze, each appropriate to the season; everything else is like the winter skirt""  (Translated and transcribed by Lisa Claypool, Ed., China’s Imperial Modern: The Painter’s Craft, Edmonton, AB: University of Alberta Museums, 2012, p. 105)
On the reverse of the piece ""(67)"" is written in pencil at the top left corner.  Below the pencil number is a black ink marking composed of three short vertical lines and three short horizontal lines. 
Read More +"
