Subject,Predicate,Object,ObjectLabel
2005.5.362.2,材质,silk floss; silk satin; embroidery,material
2005.5.361,制作地点,China,place
2005.5.363,对象类型,panel,type
2005.5.356,标题,Embroidered Purple Silk Robe for a Woman,title
2005.5.566.1,描述,"Qing Period (1644-1911), Fourth Rank Civil Official (Wild Goose)  (source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",description
2004.19.9.7,对象类型,album leaf,type
2005.5.436,类别,textiles,category
2005.5.564.1.1,材质,ink; tapestry weave; metallic thread; linen; silk,material
2004.19.3.3,制作地点,China,place
2005.5.558,材质,gold wrapped silk thread; silk; silk floss; silk gauze; needlework,material
2005.5.156,材质,blue silk gauze brocaded with metal-wrapped threads,material
2004.19.68.1.13,描述,"A printed calligraphic piece with two square red seals.  This manuscript goes along with engraving .68.1.23. It is number 13, chronologically, in the set of 16 copperplate engravings.",description
2005.5.575,制作地点,China,place
2005.5.286,材质,silk; silk floss; silk jacquard; silk satin; embroidery,material
2005.5.566.1,文化,Chinese,culture
2005.5.346,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2010.20.1.2,文化,Chinese,culture
2004.19.16,尺寸,overall: 2.1 cm x 2.8 cm x 31.8 cm; image: 18 cm x 47.6 cm,measurement
2005.5.302,制作时间,ca. 1900,date
2005.5.32,制作地点,China,place
2010.21.3,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2010.20.1.3.5,类别,published works,category
2005.5.225,文化,Chinese,culture
2016.3.1.1.1,文化,Chinese,culture
2004.19.1.1.15,材质,ink; silk; paper,material
2004.19.72.3,制作时间,1702,date
2005.5.593.1.2,类别,textiles,category
2005.5.292,制作地点,China,place
2005.5.448.1,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.121,制作地点,China,place
2005.5.89,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.538,制作地点,China,place
2005.5.307.2,对象类型,panel,type
2005.5.426.1,类别,textiles,category
2005.5.327,标题,Blue Silk Tapestry Weave Dragon Robe for a Man,title
2005.5.588.1.2,标题,Left Side of the Front Panel of a Rank Badge for a Ninth Rank Civil Official,title
2010.20.1.8.3,类别,published works,category
2005.5.256,时期,Qing 19th century,period
2005.5.435,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.130,对象类型,hanging,type
2005.5.141,标题,Embroidered Yellow Silk Fragmentary Hanging,title
2005.5.546.1,类别,textiles,category
2005.5.588.2,材质,gold wrapped silk thread; silk; silk floss; silk gauze; silk satin; silver wrapped silk thread; embroidery,material
2010.20.1.4.6,描述,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 24, Chapters 57-59. Haitang [Seawall embankments]. Woodblock printed, thread binding.",description
2004.19.29,类别,paintings,category
2010.20.2.3,文化,Chinese,culture
2004.19.2.46,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.592.2,制作时间,1862-1874,date
2005.5.274,对象类型,hanging,type
2015.8.1,对象类型,wall hanging,type
2005.5.395.4,材质,gold wrapped silk thread; silk brocade; silk satin,material
2004.19.9.11,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.72.7,材质,ink and colour on paper,material
2004.19.2.45,描述,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf contains an ink and watercolour painting that is slightly different, stylistically, from other paintings in the album. It depicts a man in military dress mounted on a horse, which is also protected by armour. The man holds a musket and has multiple swords attached to his uniform. The horse's legs are red at the lower ends. Above the figure are enlarged examples of material culture carried by the man, including two sheathed blades, shields, a musket, and a helmet.",description
2004.19.3.9,文化,Chinese,culture
2005.5.601.2,制作地点,China,place
2005.5.274,尺寸,overall: 67 cm x 194.5 cm,measurement
2022.7.4,制作地点,China,place
2005.5.297,制作时间,1900-1910,date
2005.5.624,制作地点,China,place
2004.19.72.12,创作者,Wang Gai,artist
2005.5.362.2,标题,Embroidered Silk Roundel,title
2016.3.1.1,标题,Front Panel of a Rank Badge for a Sixth Rank Civil Official,title
2004.19.2.9,描述,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf depicts an ink and watercolour drawing of a husband and wife in mourning dress “after the loss of [a] father”. During the Qing dynasty, mourning costume, or sangfu, was white or light coloured and was meant to be worn for a specified period of time, depending on the relationship of the mourner to the decedent and the decedent’s social status. The female figure, on the left, wears a white cloth covering her head, as well as a long white jacket over a light brown pleated skirt (likely made from hemp). She also appears to have bound feet, and may be of Han descent. The male figure, on the right, wears a light brown hat and robe (also likely made from hemp) over white leggings. They both are holding staffs, which signify the physical weakness that one feels during the emotional pain of grieving.",description
2005.5.68,材质,silk; silk brocade; silk floss; silk satin; embroidery,material
2005.5.551.1,制作时间,1875-1908,date
2004.19.1.1.43,描述,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the right leaf of one folio (attached to 2004.19.1.42) and it contains seven columns of regular script calligraphy describing the regulations of a court vest (chaogua), the second style, for the empress dowager and empress. The text on this leaf continues onto the left side leaf",description
2005.5.255,对象类型,robe,type
2005.5.558.2,描述,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts.  This rank badge features a xiezhi, a mythical creature with a goat- or ox-like body and a single horn on its head. It is gazing at the sun disk in the upper left corner. Renowned for distinguishing right from wrong, the xiezhi attacks the wicked, serving as a powerful symbol of justice. In the imperial court, it represented the role of the imperial censor, tasked with overseeing the ethical behaviour of officials.",description
2005.5.87.7,尺寸,overall: 23.7 cm x 9.5 cm x 1 cm,measurement
2010.20.1.4.1,创作者,Gao Jin,artist
2005.5.600,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.131,尺寸,overall: 279.5 cm x 143.8 cm,measurement
2005.5.108,类别,clothing,category
2004.19.88,尺寸,sheet: 198.1 cm x 64.4 cm; image: 96.4 cm x 51.5 cm,measurement
2005.12.72,标题,grey round stone,title
2005.5.554,时期,Qing 19th century,period
2005.5.595,对象类型,rank badge,type
2004.19.79.9,制作时间,1681,date
2005.5.285,标题,Embroidered Silk Sleeve Band,title
2004.19.38.5,标题,Album Leaf from Album of Figures,title
2005.5.571.2,类别,textiles,category
2005.5.600,标题,Back Panel of a Rank Badge for a Military Official,title
2004.19.2.3,尺寸,sheet: 17.2 cm x 28.1 cm; image: 11.4 cm x 18.1 cm,measurement
2005.5.89,标题,Embroidered Yellow Silk Banner,title
2005.5.448.1,尺寸,overall: 58.9 cm x 75.6 cm,measurement
2004.19.1.1.15,对象类型,album leaf,type
2005.5.183,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.593.1.1,制作地点,China,place
2005.5.514,对象类型,yardage,type
2005.5.153.2,材质,orange silk damask edged with blue and black silk satin borders embroidered with silk and metal-wrapped threads,material
2005.5.111,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.562.2,时期,Qing 19th century,period
2005.5.621.6.2.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.193,尺寸,overall: 97.8 cm x 114 cm; neck to hem: 97.8 cm; cuff to cuff: x 114 cm,measurement
2005.5.591.1,类别,textiles,category
2004.19.2.3,标题,Album Leaf from Illustrations of Chinese Costumes,title
2005.5.593.1,时期,Qing 19th century,period
2005.5.592.2,文化,Chinese,culture
2005.5.294.1,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.559.1.2,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.53,材质,silk satin; silk; silk floss; gold wrapped silk thread; silk brocade; embroidery,material
2004.19.1.1.60,制作地点,China,place
2005.5.363.2,文化,Chinese,culture
2004.19.14,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.558.1,类别,textiles,category
2005.5.201,材质,red silk damask embroidered with silk and metal-wrapped threads,material
2005.5.191,材质,red silk satin embroidered with silk and metal-wrapped threads,material
2005.5.622,时期,Qing 19th-20th centuries,period
2004.19.39,创作者,Su Renshan,artist
2010.21.6,时期,Qing 19th century,period
2004.19.10,类别,paintings,category
2005.5.382,制作地点,China,place
2004.19.68.1.9,制作地点,China,place
2004.19.29.2.1,标题,Base of Box for Monk Meditating in Woods,title
2005.5.230.3,标题,Silk Tapestry Weave Fragmentary Panel,title
2004.19.71.2,对象类型,album leaf,type
2004.19.40,尺寸,sheet: 225.8 cm x 63.4 cm; image: 78 cm x 42.7 cm,measurement
2004.19.68,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2010.17.86,制作地点,"China: Shaanxi, Hu Xian",place
2004.19.2.26,时期,Qing 18th century,period
2005.5.545.1,尺寸,overall: 30.9 cm x 31.2 cm,measurement
2004.19.11.8,类别,paintings,category
2005.5.319,材质,blue silk gauze brocaded with metal-wrapped threads,material
2010.21.6,尺寸,overall: 213 cm x 124.2 cm x .4 cm,measurement
2004.19.2.17,制作地点,China,place
2004.19.9.6,时期,Qing 17th-18th centuries,period
2004.19.20,尺寸,sheet: 49.4 cm x 1727.2 cm; image: 47.8 cm x 1328.7 cm,measurement
2005.5.343.1,对象类型,collar,type
2005.5.89,对象类型,banner,type
2005.5.147,制作地点,China,place
2005.5.221,类别,textiles,category
2005.5.87.5,对象类型,purse,type
2004.19.68.1.21,制作时间,1767-1774,date
2005.5.623,制作地点,China,place
2005.5.76,制作地点,China,place
2005.5.50,文化,Chinese,culture
2005.5.549.2,材质,gold wrapped silk thread; silk; silk satin; embroidery,material
2005.5.150,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.543.1,文化,Chinese,culture
2005.5.578.2,制作地点,China,place
2005.5.555.2,时期,Qing 19th-20th centuries,period
2005.5.362.1,描述,"With the fall of the Qing dynasty in 1911, the rank badge system was abolished along with the end of the imperial bureaucracy. However, in 1916, Yuan Shikai attempted to restore the Qing Empire by declaring himself Emperor Hongxian. This embroidered roundel, featuring the Twelve Symbols of Imperial Authority, serves as an example of his effort to invoke imperial imagery. There are nine motifs of the Twelve Symbols embroidered on the roundel, including a pair of cups, seaweed, fire, grain, an axe, a pheasant, a dragon, mountains and the fu character in the centre. Encircling the entire composition is a border of circular ruyi-shaped clouds.",description
2005.5.280,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.1.1.47,题跋,"皇太后 皇后朝褂二圖 Translation of the Chinese text: ""Illustration of Court vest chaogua, the second style, for the Empress Dowager and Empress."" On the reverse of the piece ""(21)"" is handwritten in pencil on…   													皇太后 皇后朝褂二圖 Translation of the Chinese text: ""Illustration of Court vest chaogua, the second style, for the Empress Dowager and Empress."" On the reverse of the piece ""(21)"" is handwritten in pencil on the upper left corner.  Below the pencil number there are two black ink markings.  Read More +",inscription
2004.19.38.14,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.69.1,时期,Qing 17th century,period
2005.5.193,类别,clothing,category
2005.5.32,材料术语,Brocade											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.1.1.8,对象类型,album leaf,type
2005.5.568,标题,Front and Back Panels of a Rank Badge for a Fifth Rank Civil Official,title
2004.19.71.9,对象类型,album leaf,type
2016.3.1.1.2,对象类型,rank badge,type
2005.5.416.2,材质,brass; paper; silk; wood; embroidery,material
2005.5.147,标题,Two Embroidered Silk Hangings,title
2005.5.66,材质,gold wrapped silk thread; silk; silk brocade; silk floss; silk satin; embroidery,material
2005.5.578.2,材质,gold wrapped silk thread; silk; silk floss; silk gauze; silk damask; embroidery,material
2004.19.29.2.2,类别,containers,category
2004.19.1.1.22,对象类型,album leaf,type
2005.5.88.1,材质,silk floss; embroidery; silk satin; metallic thread; cardboard; canvas; braided cord; wood; bamboo; paper,material
2022.7.5.1,尺寸,overall: 30.8 cm x 30.5 cm,measurement
